Frame,Emotion,Arousal,Valence
195,Neutral,0.0154777765,-0.3272623
196,Neutral,-0.028550357,-0.351847
197,Neutral,0.034130663,-0.36765018
198,Neutral,0.017671525,-0.35466722
199,Neutral,0.020887643,-0.37924093
200,Neutral,0.010864466,-0.3553093
201,Neutral,0.0005951524,-0.36676276
202,Neutral,0.018512726,-0.39657363
203,Neutral,0.016710877,-0.43207917
204,Sad,0.0076934695,-0.4548965
205,Sad,0.05174154,-0.47838053
206,Anger,0.11200765,-0.50296295
207,Anger,0.096637994,-0.5516295
208,Anger,0.22147542,-0.52939475
209,Anger,0.26615408,-0.5585459
210,Anger,0.26359993,-0.53465176
211,Anger,0.21082224,-0.5309986
212,Anger,0.18361317,-0.5539597
213,Anger,0.25367162,-0.54075474
214,Anger,0.25123057,-0.556067
215,Fear,0.3240238,0.01317122
216,Anger,0.25321898,-0.5524584
217,Anger,0.3244459,-0.5688672
218,Anger,0.4465732,-0.5666672
219,Anger,0.4192363,-0.55197597
220,Anger,0.43260473,-0.5662564
221,Anger,0.50988007,-0.572946
222,Anger,0.5622163,-0.548574
223,Anger,0.5886817,-0.5491281
224,Anger,0.59646463,-0.54585135
225,Anger,0.5873382,-0.55349445
226,Anger,0.5890691,-0.5454222
227,Anger,0.60035336,-0.54880345
228,Anger,0.6134154,-0.5406874
229,Anger,0.6182092,-0.57079583
230,Anger,0.6092081,-0.56748915
231,Anger,0.60987043,-0.57192194
232,Anger,0.60691726,-0.5501214
233,Anger,0.6170913,-0.5725035
234,Anger,0.60295194,-0.57041913
235,Anger,0.59989065,-0.55783266
236,Anger,0.6009124,-0.5631413
237,Anger,0.60467803,-0.56124884
238,Anger,0.60846865,-0.5655199
239,Anger,0.61626923,-0.5695372
240,Anger,0.6034224,-0.5635991
241,Anger,0.59749484,-0.561845
242,Anger,0.5933702,-0.55195904
243,Anger,0.60701156,-0.55091983
244,Anger,0.6093283,-0.57500243
245,Anger,0.5949485,-0.543352
246,Anger,0.59852177,-0.564886
247,Anger,0.59879357,-0.56753755
248,Anger,0.5987462,-0.56584615
249,Anger,0.58853257,-0.5647992
250,Anger,0.59880245,-0.5669912
251,Anger,0.5935248,-0.5683344
252,Anger,0.5785767,-0.54380417
253,Anger,0.584659,-0.5494292
254,Anger,0.59959877,-0.5771783
255,Anger,0.5744822,-0.54530895
256,Anger,0.5711039,-0.5491018
257,Anger,0.57205164,-0.5509479
258,Anger,0.57289445,-0.55283976
259,Anger,0.5616355,-0.5480376
260,Anger,0.5440129,-0.53902197
261,Anger,0.5429826,-0.53690434
262,Anger,0.55307055,-0.54018813
263,Anger,0.55413264,-0.5389684
264,Anger,0.5534313,-0.5406604
265,Anger,0.5540409,-0.5448806
266,Anger,0.5431033,-0.5307355
267,Anger,0.46352434,-0.53379965
268,Anger,0.2136299,-0.56667674
269,Anger,0.10391992,-0.5910548
270,Anger,0.03200254,-0.58253616
271,Sad,-0.14285207,-0.6403582
272,Anger,0.055790067,-0.5608424
273,Anger,0.12993883,-0.50388914
274,Anger,0.103862524,-0.5244529
275,Anger,0.09268212,-0.5073961
276,Sad,0.04445392,-0.48188183
277,Sad,-0.04472792,-0.47490332
278,Sad,-0.11020708,-0.46883848
279,Sad,-0.16883051,-0.5001473
280,Sad,-0.116585374,-0.4803957
281,Sad,-0.095345765,-0.415227
282,Sad,-0.12600636,-0.44159397
283,Sad,-0.062058866,-0.41922474
284,Neutral,-0.05407822,-0.39710858
285,Sad,-0.21255362,-0.41680303
286,Sad,-0.24025416,-0.37385467
287,Sad,-0.24951398,-0.3472251
288,Neutral,-0.15600097,-0.35049224
289,Neutral,-0.0957942,-0.34713277
290,Neutral,-0.022149682,-0.36065495
291,Neutral,-0.028311372,-0.37391946
292,Neutral,-0.016502619,-0.30952007
293,Neutral,0.024462998,-0.349786
294,Neutral,-0.01348111,-0.3271475
295,Neutral,-0.058716714,-0.28365758
296,Neutral,-0.07019025,-0.2629887
297,Neutral,-0.08634192,-0.24183127
298,Neutral,-0.03786996,-0.27095804
299,Neutral,-0.02853316,-0.30050394
300,Neutral,-0.043611377,-0.3526151
301,Sad,-0.086212575,-0.42750305
302,Sad,-0.07947233,-0.45456865
303,Sad,-0.06692165,-0.46322998
304,Sad,-0.04975927,-0.52289426
305,Sad,-0.03625208,-0.54638296
306,Sad,-0.04807526,-0.58414114
307,Sad,-0.13513428,-0.5508218
308,Sad,-0.19220972,-0.50810254
309,Sad,-0.2722454,-0.5173389
310,Sad,-0.31964302,-0.4724777
311,Sad,-0.35781425,-0.50049716
312,Sad,-0.35975236,-0.5310948
313,Sad,-0.3431337,-0.5080532
314,Sad,-0.3540218,-0.58905005
315,Sad,-0.29076725,-0.60228616
316,Sad,-0.32207346,-0.61001706
317,Sad,-0.30263144,-0.6048162
318,Sad,-0.27067173,-0.56149876
319,Sad,-0.21263951,-0.53257555
320,Sad,-0.22032928,-0.51879954
321,Sad,-0.16605389,-0.5040276
322,Sad,-0.13237351,-0.50021887
323,Sad,-0.09742159,-0.4932123
324,Sad,-0.16022074,-0.4434348
325,Sad,-0.22397345,-0.37594053
326,Sad,-0.17125803,-0.38624653
327,Sad,-0.18931866,-0.43444946
328,Sad,-0.0692628,-0.40340093
329,Sad,-0.039052904,-0.43724015
330,Sad,-0.0041635334,-0.45618948
331,Sad,-0.06209576,-0.47650316
332,Sad,0.0012411773,-0.45298663
333,Sad,-0.06035143,-0.44628733
334,Sad,-0.068042964,-0.44968995
335,Sad,-0.10370371,-0.4293979
336,Sad,-0.14607638,-0.44775873
337,Sad,-0.15039814,-0.44364855
338,Sad,-0.15788776,-0.43835
339,Sad,-0.14400679,-0.4419227
340,Sad,-0.07867712,-0.43469357
341,Sad,-0.12170395,-0.40647537
342,Sad,-0.12889218,-0.41564488
343,Sad,-0.07991859,-0.3763701
344,Sad,-0.05748588,-0.34615165
345,Sad,-0.20893157,-0.39995855
346,Sad,-0.30200338,-0.44752547
347,Sad,-0.26284003,-0.43013343
348,Sad,-0.21957624,-0.41768673
349,Sad,-0.2719468,-0.4421189
350,Sad,-0.10986918,-0.41901308
351,Sad,-0.07483357,-0.41950107
352,Sad,-0.071124434,-0.43676943
353,Sad,-0.049942672,-0.41707212
354,Sad,-0.11899316,-0.45822808
355,Sad,-0.08079392,-0.3922707
356,Sad,-0.12103069,-0.4315548
357,Sad,-0.06631756,-0.43217844
358,Sad,-0.07912913,-0.41316587
359,Sad,-0.099181086,-0.43075237
360,Sad,-0.16106391,-0.41003737
361,Sad,-0.2085306,-0.3835177
362,Sad,-0.19362879,-0.38245645
363,Sad,-0.22768807,-0.3925382
364,Sad,-0.14130902,-0.36382353
365,Sad,-0.08858496,-0.41005155
366,Sad,-0.06421408,-0.42835167
367,Neutral,0.00054973364,-0.39882043
368,Neutral,-0.035868853,-0.39463612
369,Neutral,-0.03695622,-0.40404406
370,Sad,-0.04113567,-0.40615278
371,Neutral,-0.055397153,-0.38926843
372,Neutral,-0.010609537,-0.39592
373,Neutral,-0.03013298,-0.3828263
374,Neutral,-0.0002475977,-0.41950575
375,Sad,-0.023235828,-0.46025524
376,Sad,-0.005904615,-0.4618126
377,Disgust,0.14320622,-0.5462117
378,Disgust,0.27581948,-0.6079253
379,Disgust,0.37969154,-0.6821102
380,Disgust,0.4222282,-0.72252434
381,Disgust,0.4571451,-0.7321112
382,Disgust,0.46348277,-0.7439371
383,Disgust,0.4651252,-0.74605453
384,Disgust,0.46549124,-0.7394023
385,Disgust,0.45688227,-0.7575168
386,Disgust,0.45743316,-0.7588329
387,Disgust,0.46067712,-0.77259094
388,Disgust,0.45718557,-0.7682371
389,Disgust,0.45265216,-0.7748749
390,Disgust,0.46339536,-0.78653634
391,Disgust,0.4662232,-0.7806113
392,Disgust,0.47759145,-0.7905843
393,Disgust,0.47293448,-0.7853561
394,Disgust,0.48212078,-0.78524125
395,Disgust,0.47381714,-0.79208195
396,Disgust,0.4810587,-0.8016573
397,Disgust,0.48296857,-0.8062223
398,Disgust,0.47982776,-0.807819
399,Disgust,0.47656244,-0.7994275
400,Disgust,0.47192174,-0.7980226
401,Disgust,0.47065789,-0.80167174
402,Disgust,0.47853032,-0.80317026
403,Disgust,0.4721597,-0.7991966
404,Disgust,0.4779452,-0.80250573
405,Disgust,0.47464395,-0.80141217
406,Disgust,0.47187713,-0.8023591
407,Disgust,0.47127408,-0.8003612
408,Disgust,0.47339523,-0.79931355
409,Disgust,0.4761597,-0.8000301
410,Disgust,0.4670235,-0.8021642
411,Disgust,0.46774894,-0.8172078
412,Disgust,0.4663378,-0.8268249
413,Disgust,0.47183704,-0.8228414
414,Disgust,0.468832,-0.8216752
415,Disgust,0.46464872,-0.8218164
416,Disgust,0.47351682,-0.80670685
417,Disgust,0.47166824,-0.812329
418,Disgust,0.4781519,-0.8051539
419,Disgust,0.47651863,-0.7915951
420,Disgust,0.46998,-0.80540997
421,Disgust,0.47696862,-0.80264074
422,Disgust,0.4697244,-0.800334
423,Disgust,0.4784313,-0.79067445
424,Disgust,0.47658205,-0.77768064
425,Disgust,0.47760734,-0.78773564
426,Disgust,0.47669932,-0.7698072
427,Disgust,0.46902117,-0.76638013
428,Disgust,0.44543713,-0.75531876
429,Disgust,0.3984701,-0.7295183
430,Disgust,0.34046882,-0.68442947
431,Disgust,0.2595882,-0.64045024
432,Disgust,0.14181942,-0.5788149
433,Disgust,0.1108973,-0.50183976
434,Sad,0.061350524,-0.45793584
435,Sad,-0.074744254,-0.49385592
436,Sad,-0.106738746,-0.42409423
437,Neutral,-0.1289792,-0.31587824
438,Neutral,-0.09110615,-0.35245845
439,Neutral,-0.07298365,-0.39253265
440,Neutral,0.0048926473,-0.35994774
441,Neutral,0.005754322,-0.37191558
442,Neutral,0.02708891,-0.38349357
443,Neutral,0.03422287,-0.37543702
444,Neutral,0.054918826,-0.36697426
445,Neutral,0.076288104,-0.3527442
446,Neutral,0.031192303,-0.36149418
447,Neutral,0.05500865,-0.36309782
448,Neutral,0.095214546,-0.3651552
449,Neutral,0.039378703,-0.34715173
450,Neutral,0.01245302,-0.35823068
451,Neutral,-0.03374821,-0.32376006
452,Neutral,-0.04891789,-0.33319572
453,Neutral,0.0027301908,-0.3012935
454,Neutral,0.01218912,-0.27362207
455,Neutral,-0.03970313,-0.27717456
456,Neutral,0.0013193786,-0.24844664
457,Neutral,-0.016254872,-0.21900836
458,Neutral,0.008642793,-0.21339625
459,Neutral,0.024194062,-0.19888553
460,Neutral,0.32786307,-0.00854487
461,Fear,0.79889786,0.025393566
462,Surprise,0.8720253,0.11197026
463,Surprise,0.88158584,0.09959158
464,Surprise,0.8803229,0.08458988
465,Surprise,0.8860475,0.05561695
466,Fear,0.8861617,0.03535084
467,Fear,0.8867017,0.017177772
468,Fear,0.8957376,0.029631775
469,Fear,0.882467,0.035320845
470,Fear,0.8881601,0.034520734
471,Fear,0.8909021,0.028828453
472,Fear,0.8935402,0.040266488
473,Surprise,0.89841664,0.056495782
474,Surprise,0.8917237,0.055726748
475,Surprise,0.8988288,0.06554298
476,Surprise,0.8927447,0.06569807
477,Fear,0.87770855,0.04531255
478,Surprise,0.8750322,0.05196074
479,Surprise,0.8857962,0.062538
480,Surprise,0.8936122,0.07863614
481,Surprise,0.88717675,0.07806018
482,Surprise,0.8816762,0.08148949
483,Surprise,0.8258701,0.13028638
484,Surprise,0.7212949,0.12895979
485,Surprise,0.532117,0.074896276
486,Neutral,-0.06824201,-0.21436134
487,Neutral,-0.026543349,-0.27230456
488,Neutral,-0.009768724,-0.36882895
489,Neutral,-0.036455482,-0.35958508
490,Neutral,-0.05892265,-0.3181088
491,Neutral,-0.02931559,-0.34711203
492,Neutral,-0.015320957,-0.28282273
493,Neutral,0.036653876,-0.1951421
494,Neutral,0.052282274,-0.20641498
495,Neutral,0.064843565,-0.21455902
496,Neutral,0.084010124,-0.17531063
497,Neutral,-0.006105125,-0.18605976
498,Neutral,0.0015445948,-0.17422673
499,Neutral,-0.01760891,-0.17746185
500,Neutral,0.011258215,-0.18438107
501,Neutral,-0.04075098,-0.20228818
502,Neutral,-0.035123527,-0.1721468
503,Neutral,-0.030482888,-0.18556376
504,Neutral,-0.032645524,-0.17076166
505,Neutral,-0.055374056,-0.19975956
506,Neutral,-0.036310136,-0.16695502
507,Neutral,-0.07450497,-0.18787469
508,Neutral,-0.01916498,-0.17136964
509,Neutral,0.008677363,-0.1695758
